"country","age","pathogen","disease","scenario","Mid","Low","High"
"Sierra Leone","0-4","Hib","Hib pneumonia (severe)","Visits",107,64,216
"Solomon Islands","0-4","Hib","Hib pneumonia (severe)","Visits",110,66,222
"Somalia","0-4","Hib","Hib pneumonia (severe)","Visits",208,124,420
"South Africa","0-4","Hib","Hib pneumonia (severe)","Visits",138,83,279
"South Sudan","0-4","Hib","Hib pneumonia (severe)","Visits",84,50,170
"Sri Lanka","0-4","Hib","Hib pneumonia (severe)","Visits",137,82,277
"Sudan","0-4","Hib","Hib pneumonia (severe)","Visits",86,52,174
"Swaziland","0-4","Hib","Hib pneumonia (severe)","Visits",78,47,158
"Syrian Arab Republic","0-4","Hib","Hib pneumonia (severe)","Visits",98,59,198
"Tajikistan","0-4","Hib","Hib pneumonia (severe)","Visits",31,18,62
"Macedonia, the former Yugoslav Republic of","0-4","Hib","Hib pneumonia (severe)","Visits",37,22,74
"Thailand","0-4","Hib","Hib pneumonia (severe)","Visits",118,71,238
"Timor-Leste","0-4","Hib","Hib pneumonia (severe)","Visits",157,94,316
"Togo","0-4","Hib","Hib pneumonia (severe)","Visits",109,66,221
"Tonga","0-4","Hib","Hib pneumonia (severe)","Visits",100,60,202
"Tunisia","0-4","Hib","Hib pneumonia (severe)","Visits",98,59,198
"Turkmenistan","0-4","Hib","Hib pneumonia (severe)","Visits",31,18,62
"Tuvalu","0-4","Hib","Hib pneumonia (severe)","Visits",100,60,202
"Uganda","0-4","Hib","Hib pneumonia (severe)","Visits",104,62,209
"Ukraine","0-4","Hib","Hib pneumonia (severe)","Visits",73,44,148
"Tanzania, United Republic of","0-4","Hib","Hib pneumonia (severe)","Visits",115,69,232
"Uzbekistan","0-4","Hib","Hib pneumonia (severe)","Visits",31,18,62
"Vanuatu","0-4","Hib","Hib pneumonia (severe)","Visits",137,82,277
"Venezuela, Bolivarian Republic of","0-4","Hib","Hib pneumonia (severe)","Visits",85,51,172
"Viet Nam","0-4","Hib","Hib pneumonia (severe)","Visits",162,97,327
"Yemen","0-4","Hib","Hib pneumonia (severe)","Visits",114,68,231
"Zambia","0-4","Hib","Hib pneumonia (severe)","Visits",130,78,262
"Zimbabwe","0-4","Hib","Hib pneumonia (severe)","Visits",108,65,219
"Afghanistan","0-4","Rota","Non-severe RVGE","Cases",8224,6127,11596
"Albania","0-4","Rota","Non-severe RVGE","Cases",8436,6432,11974
"Algeria","0-4","Rota","Non-severe RVGE","Cases",7601,5946,10792
"Angola","0-4","Rota","Non-severe RVGE","Cases",7601,5603,10681
"Armenia","0-4","Rota","Non-severe RVGE","Cases",8791,6516,12123
"Azerbaijan","0-4","Rota","Non-severe RVGE","Cases",8800,6479,12123
"Bangladesh","0-4","Rota","Non-severe RVGE","Cases",8426,6054,12003
"Belarus","0-4","Rota","Non-severe RVGE","Cases",8436,6205,11993
"Belize","0-4","Rota","Non-severe RVGE","Cases",8251,6184,11763
"Benin","0-4","Rota","Non-severe RVGE","Cases",7601,5258,10914
"Bhutan","0-4","Rota","Non-severe RVGE","Cases",8426,6303,12013
"Bolivia, Plurinational State of","0-4","Rota","Non-severe RVGE","Cases",8251,6221,11459
"Bosnia and Herzegovina","0-4","Rota","Non-severe RVGE","Cases",8436,6253,11991
"Burkina Faso","0-4","Rota","Non-severe RVGE","Cases",7327,5226,9870
"Burundi","0-4","Rota","Non-severe RVGE","Cases",7601,5685,10926
"Cabo Verde","0-4","Rota","Non-severe RVGE","Cases",7601,5250,11150
"Cambodia","0-4","Rota","Non-severe RVGE","Cases",8029,5939,11335
"Cameroon","0-4","Rota","Non-severe RVGE","Cases",7373,5226,10454
"Central African Republic","0-4","Rota","Non-severe RVGE","Cases",7296,5226,10343
"Chad","0-4","Rota","Non-severe RVGE","Cases",7601,5283,10790
"China","0-4","Rota","Non-severe RVGE","Cases",8350,5845,11706
"Colombia","0-4","Rota","Non-severe RVGE","Cases",7960,5688,10974
"Comoros","0-4","Rota","Non-severe RVGE","Cases",7601,5576,10996
"Congo","0-4","Rota","Non-severe RVGE","Cases",7489,5226,10425
"Cote d'Ivoire","0-4","Rota","Non-severe RVGE","Cases",7601,5577,10935
"Cuba","0-4","Rota","Non-severe RVGE","Cases",8251,5900,11793
"Korea, Democratic People's Republic of","0-4","Rota","Non-severe RVGE","Cases",8426,5949,11909
"Congo, the Democratic Republic of the","0-4","Rota","Non-severe RVGE","Cases",7381,5226,8536
"Djibouti","0-4","Rota","Non-severe RVGE","Cases",8224,5901,11573
"Ecuador","0-4","Rota","Non-severe RVGE","Cases",8251,6394,11527
"Egypt","0-4","Rota","Non-severe RVGE","Cases",8224,6624,11390
"El Salvador","0-4","Rota","Non-severe RVGE","Cases",8251,5855,11477
"Eritrea","0-4","Rota","Non-severe RVGE","Cases",7601,5700,11041
"Ethiopia","0-4","Rota","Non-severe RVGE","Cases",7601,6034,10998
"Fiji","0-4","Rota","Non-severe RVGE","Cases",8500,6069,11706
"Gambia","0-4","Rota","Non-severe RVGE","Cases",7601,6531,10927
"Georgia","0-4","Rota","Non-severe RVGE","Cases",8794,6517,12123
"Ghana","0-4","Rota","Non-severe RVGE","Cases",7372,5226,9831
"Guatemala","0-4","Rota","Non-severe RVGE","Cases",8251,6310,11566
"Guinea","0-4","Rota","Non-severe RVGE","Cases",7601,5259,10932
"Guinea-Bissau","0-4","Rota","Non-severe RVGE","Cases",7397,5226,10646
"Guyana","0-4","Rota","Non-severe RVGE","Cases",8095,5688,11547
"Haiti","0-4","Rota","Non-severe RVGE","Cases",8251,6715,11585
"Honduras","0-4","Rota","Non-severe RVGE","Cases",8251,6069,11561
"India","0-4","Rota","Non-severe RVGE","Cases",8426,6366,11980
"Indonesia","0-4","Rota","Non-severe RVGE","Cases",8426,5947,11034
"Iran, Islamic Republic of","0-4","Rota","Non-severe RVGE","Cases",8100,5678,10808
"Iraq","0-4","Rota","Non-severe RVGE","Cases",8224,6131,11233
"Jamaica","0-4","Rota","Non-severe RVGE","Cases",8251,6190,11765
"Jordan","0-4","Rota","Non-severe RVGE","Cases",8224,5720,11360
"Kenya","0-4","Rota","Non-severe RVGE","Cases",7601,5822,11031
"Kiribati","0-4","Rota","Non-severe RVGE","Cases",8480,6252,11706
"Kosovo","0-4","Rota","Non-severe RVGE","Cases",8436,6432,11974
"Kyrgyzstan","0-4","Rota","Non-severe RVGE","Cases",8818,6508,12123
"Lao People's Democratic Republic","0-4","Rota","Non-severe RVGE","Cases",8029,5612,11258
"Lesotho","0-4","Rota","Non-severe RVGE","Cases",7601,6166,10943
"Liberia","0-4","Rota","Non-severe RVGE","Cases",7601,5329,11007
"Madagascar","0-4","Rota","Non-severe RVGE","Cases",7601,6078,11031
"Malawi","0-4","Rota","Non-severe RVGE","Cases",7601,5495,10881
"Mali","0-4","Rota","Non-severe RVGE","Cases",7601,6481,10820
"Marshall Islands","0-4","Rota","Non-severe RVGE","Cases",8412,6188,11706
"Mauritania","0-4","Rota","Non-severe RVGE","Cases",7601,5353,10917
"Micronesia, Federated States of","0-4","Rota","Non-severe RVGE","Cases",8412,6188,11706
"Mongolia","0-4","Rota","Non-severe RVGE","Cases",8392,6163,11706
"Morocco","0-4","Rota","Non-severe RVGE","Cases",7869,5678,11226
"Mozambique","0-4","Rota","Non-severe RVGE","Cases",7601,5403,10980
"Myanmar","0-4","Rota","Non-severe RVGE","Cases",8426,5929,10982
"Namibia","0-4","Rota","Non-severe RVGE","Cases",7601,6054,11084
"Nepal","0-4","Rota","Non-severe RVGE","Cases",8363,5832,12007
"Nicaragua","0-4","Rota","Non-severe RVGE","Cases",8251,6800,11491
"Niger","0-4","Rota","Non-severe RVGE","Cases",7601,5351,10879
"Nigeria","0-4","Rota","Non-severe RVGE","Cases",7353,5226,9992
"Pakistan","0-4","Rota","Non-severe RVGE","Cases",8224,6674,11622
"Palestine, State of","0-4","Rota","Non-severe RVGE","Cases",8224,6161,11373
"Papua New Guinea","0-4","Rota","Non-severe RVGE","Cases",8478,6303,11706
"Paraguay","0-4","Rota","Non-severe RVGE","Cases",8251,6428,11594
"Peru","0-4","Rota","Non-severe RVGE","Cases",8251,6617,11537
"Philippines","0-4","Rota","Non-severe RVGE","Cases",8029,6116,11289
"Moldova, Republic of","0-4","Rota","Non-severe RVGE","Cases",8436,6291,11903
"Rwanda","0-4","Rota","Non-severe RVGE","Cases",7418,5226,10215
"Samoa","0-4","Rota","Non-severe RVGE","Cases",8548,6184,11706
"Sao Tome and Principe","0-4","Rota","Non-severe RVGE","Cases",7601,5376,11078
"Senegal","0-4","Rota","Non-severe RVGE","Cases",7601,5606,11079
"Serbia","0-4","Rota","Non-severe RVGE","Cases",8685,6190,12123
"Sierra Leone","0-4","Rota","Non-severe RVGE","Cases",7601,5360,10794
"Solomon Islands","0-4","Rota","Non-severe RVGE","Cases",8529,6177,11706
"Somalia","0-4","Rota","Non-severe RVGE","Cases",8224,5832,11389
"South Africa","0-4","Rota","Non-severe RVGE","Cases",7601,6303,10821
"South Sudan","0-4","Rota","Non-severe RVGE","Cases",7601,5574,10935
"Sri Lanka","0-4","Rota","Non-severe RVGE","Cases",8426,6343,12066
"Sudan","0-4","Rota","Non-severe RVGE","Cases",8224,6263,11428
"Swaziland","0-4","Rota","Non-severe RVGE","Cases",7601,6235,11036
"Syrian Arab Republic","0-4","Rota","Non-severe RVGE","Cases",8224,6161,11373
"Tajikistan","0-4","Rota","Non-severe RVGE","Cases",8778,6503,12123
"Macedonia, the former Yugoslav Republic of","0-4","Rota","Non-severe RVGE","Cases",8436,6191,11991
"Thailand","0-4","Rota","Non-severe RVGE","Cases",8426,5856,11068
"Timor-Leste","0-4","Rota","Non-severe RVGE","Cases",8426,5976,10976
"Togo","0-4","Rota","Non-severe RVGE","Cases",7399,5226,10192
"Tonga","0-4","Rota","Non-severe RVGE","Cases",8549,6198,11706
"Tunisia","0-4","Rota","Non-severe RVGE","Cases",8224,6008,11416
"Turkmenistan","0-4","Rota","Non-severe RVGE","Cases",8767,6459,12123
"Tuvalu","0-4","Rota","Non-severe RVGE","Cases",8549,6198,11706
"Uganda","0-4","Rota","Non-severe RVGE","Cases",7601,5371,11055
"Ukraine","0-4","Rota","Non-severe RVGE","Cases",8436,6212,11984
"Tanzania, United Republic of","0-4","Rota","Non-severe RVGE","Cases",7601,5803,10991
"Uzbekistan","0-4","Rota","Non-severe RVGE","Cases",8767,6495,12123
"Vanuatu","0-4","Rota","Non-severe RVGE","Cases",8530,6162,11706
"Venezuela, Bolivarian Republic of","0-4","Rota","Non-severe RVGE","Cases",8251,5806,11492
"Viet Nam","0-4","Rota","Non-severe RVGE","Cases",8029,5597,11349
"Yemen","0-4","Rota","Non-severe RVGE","Cases",8224,6147,11198
"Zambia","0-4","Rota","Non-severe RVGE","Cases",7601,5625,10983
"Zimbabwe","0-4","Rota","Non-severe RVGE","Cases",7601,6042,10965
"Afghanistan","0-4","Rota","Non-severe RVGE","Visits",4111.930556,3063.624755,5798.199259
"Albania","0-4","Rota","Non-severe RVGE","Visits",4218.114064,3216.00137,5986.974239
"Algeria","0-4","Rota","Non-severe RVGE","Visits",3800.416819,2973.1474,5396.145114
"Angola","0-4","Rota","Non-severe RVGE","Visits",3800.416819,2801.462603,5340.658747
"Armenia","0-4","Rota","Non-severe RVGE","Visits",4395.395509,3258.209093,6061.736876
"Azerbaijan","0-4","Rota","Non-severe RVGE","Visits",4400.058727,3239.359767,6061.736876
"Bangladesh","0-4","Rota","Non-severe RVGE","Visits",4213.003276,3027.088731,6001.401311
"Belarus","0-4","Rota","Non-severe RVGE","Visits",4218.114064,3102.265964,5996.452296
"Belize","0-4","Rota","Non-severe RVGE","Visits",4125.513906,3091.773537,5881.414754
"Benin","0-4","Rota","Non-severe RVGE","Visits",3800.416819,2629.034472,5456.782959
"Bhutan","0-4","Rota","Non-severe RVGE","Visits",4213.003276,3151.596232,6006.729494
"Bolivia, Plurinational State of","0-4","Rota","Non-severe RVGE","Visits",4125.513906,3110.545182,5729.377333
"Bosnia and Herzegovina","0-4","Rota","Non-severe RVGE","Visits",4218.114064,3126.588196,5995.645653
"Burkina Faso","0-4","Rota","Non-severe RVGE","Visits",3663.673297,2612.808272,4934.957591
"Burundi","0-4","Rota","Non-severe RVGE","Visits",3800.416819,2842.425,5463.135847
"Cabo Verde","0-4","Rota","Non-severe RVGE","Visits",3800.416819,2624.947655,5575.156444
"Cambodia","0-4","Rota","Non-severe RVGE","Visits",4014.484979,2969.553356,5667.438772
"Cameroon","0-4","Rota","Non-severe RVGE","Visits",3686.300291,2612.808272,5227.206634
"Central African Republic","0-4","Rota","Non-severe RVGE","Visits",3647.9178,2612.808272,5171.502363
"Chad","0-4","Rota","Non-severe RVGE","Visits",3800.416819,2641.556124,5394.913084
"China","0-4","Rota","Non-severe RVGE","Visits",4174.897831,2922.651769,5853.218884
"Colombia","0-4","Rota","Non-severe RVGE","Visits",3980.197789,2844.135429,5487.066039
"Comoros","0-4","Rota","Non-severe RVGE","Visits",3800.416819,2787.79184,5497.819101
"Congo","0-4","Rota","Non-severe RVGE","Visits",3744.62804,2612.808272,5212.599741
"Cote d'Ivoire","0-4","Rota","Non-severe RVGE","Visits",3800.416819,2788.366907,5467.67332
"Cuba","0-4","Rota","Non-severe RVGE","Visits",4125.513906,2950.216056,5896.393272
"Korea, Democratic People's Republic of","0-4","Rota","Non-severe RVGE","Visits",4213.003276,2974.601079,5954.684978
"Congo, the Democratic Republic of the","0-4","Rota","Non-severe RVGE","Visits",3690.557396,2612.808272,4267.771407
"Djibouti","0-4","Rota","Non-severe RVGE","Visits",4111.930556,2950.374592,5786.368722
"Ecuador","0-4","Rota","Non-severe RVGE","Visits",4125.513906,3196.916792,5763.691757
"Egypt","0-4","Rota","Non-severe RVGE","Visits",4111.930556,3311.926392,5694.893453
"El Salvador","0-4","Rota","Non-severe RVGE","Visits",4125.513906,2927.514646,5738.392263
"Eritrea","0-4","Rota","Non-severe RVGE","Visits",3800.416819,2850.241718,5520.744276
"Ethiopia","0-4","Rota","Non-severe RVGE","Visits",3800.416819,3016.827672,5499.121386
"Fiji","0-4","Rota","Non-severe RVGE","Visits",4249.809899,3034.582843,5853.218884
"Gambia","0-4","Rota","Non-severe RVGE","Visits",3800.416819,3265.451355,5463.333313
"Georgia","0-4","Rota","Non-severe RVGE","Visits",4397.160041,3258.493495,6061.736876
"Ghana","0-4","Rota","Non-severe RVGE","Visits",3685.831288,2612.808272,4915.466766
"Guatemala","0-4","Rota","Non-severe RVGE","Visits",4125.513906,3155.096281,5782.823104
"Guinea","0-4","Rota","Non-severe RVGE","Visits",3800.416819,2629.346468,5465.937176
"Guinea-Bissau","0-4","Rota","Non-severe RVGE","Visits",3698.334429,2612.808272,5322.881626
"Guyana","0-4","Rota","Non-severe RVGE","Visits",4047.313405,2844.135429,5773.29132
"Haiti","0-4","Rota","Non-severe RVGE","Visits",4125.513906,3357.695157,5792.394849
"Honduras","0-4","Rota","Non-severe RVGE","Visits",4125.513906,3034.675899,5780.406269
"India","0-4","Rota","Non-severe RVGE","Visits",4213.003276,3183.219869,5989.951384
"Indonesia","0-4","Rota","Non-severe RVGE","Visits",4213.003276,2973.709077,5517.00856
"Iran, Islamic Republic of","0-4","Rota","Non-severe RVGE","Visits",4050.07631,2839.111111,5403.837198
"Iraq","0-4","Rota","Non-severe RVGE","Visits",4111.930556,3065.656553,5616.408237
"Jamaica","0-4","Rota","Non-severe RVGE","Visits",4125.513906,3095.221167,5882.504101
"Jordan","0-4","Rota","Non-severe RVGE","Visits",4111.930556,2859.779829,5680.107902
"Kenya","0-4","Rota","Non-severe RVGE","Visits",3800.416819,2911.216709,5515.693674
"Kiribati","0-4","Rota","Non-severe RVGE","Visits",4240.234919,3125.797219,5853.218884
"Kosovo","0-4","Rota","Non-severe RVGE","Visits",4218.114064,3216.00137,5986.974239
"Kyrgyzstan","0-4","Rota","Non-severe RVGE","Visits",4408.797361,3254.054053,6061.736876
"Lao People's Democratic Republic","0-4","Rota","Non-severe RVGE","Visits",4014.484979,2805.92176,5628.773974
"Lesotho","0-4","Rota","Non-severe RVGE","Visits",3800.416819,3083.151413,5471.461271
"Liberia","0-4","Rota","Non-severe RVGE","Visits",3800.416819,2664.31101,5503.501028
"Madagascar","0-4","Rota","Non-severe RVGE","Visits",3800.416819,3039.187757,5515.378011
"Malawi","0-4","Rota","Non-severe RVGE","Visits",3800.416819,2747.359013,5440.329576
"Mali","0-4","Rota","Non-severe RVGE","Visits",3800.416819,3240.601586,5409.946694
"Marshall Islands","0-4","Rota","Non-severe RVGE","Visits",4205.954365,3093.982715,5853.218884
"Mauritania","0-4","Rota","Non-severe RVGE","Visits",3800.416819,2676.281038,5458.558738
"Micronesia, Federated States of","0-4","Rota","Non-severe RVGE","Visits",4205.954365,3093.982715,5853.218884
"Mongolia","0-4","Rota","Non-severe RVGE","Visits",4195.915591,3081.642762,5853.218884
"Morocco","0-4","Rota","Non-severe RVGE","Visits",3934.307787,2839.111111,5613.212971
"Mozambique","0-4","Rota","Non-severe RVGE","Visits",3800.416819,2701.252513,5489.927535
"Myanmar","0-4","Rota","Non-severe RVGE","Visits",4213.003276,2964.420568,5491.161202
"Namibia","0-4","Rota","Non-severe RVGE","Visits",3800.416819,3026.792211,5542.1697
"Nepal","0-4","Rota","Non-severe RVGE","Visits",4181.364463,2916.099204,6003.441892
"Nicaragua","0-4","Rota","Non-severe RVGE","Visits",4125.513906,3399.819352,5745.574991
"Niger","0-4","Rota","Non-severe RVGE","Visits",3800.416819,2675.381533,5439.46115
"Nigeria","0-4","Rota","Non-severe RVGE","Visits",3676.478284,2612.808272,4995.785435
"Pakistan","0-4","Rota","Non-severe RVGE","Visits",4111.930556,3336.955909,5811.061469
"Palestine, State of","0-4","Rota","Non-severe RVGE","Visits",4111.930556,3080.332108,5686.539007
"Papua New Guinea","0-4","Rota","Non-severe RVGE","Visits",4239.010746,3151.283905,5853.218884
"Paraguay","0-4","Rota","Non-severe RVGE","Visits",4125.513906,3214.229976,5796.984613
"Peru","0-4","Rota","Non-severe RVGE","Visits",4125.513906,3308.331836,5768.593817
"Philippines","0-4","Rota","Non-severe RVGE","Visits",4014.484979,3058.244944,5644.392746
"Moldova, Republic of","0-4","Rota","Non-severe RVGE","Visits",4218.114064,3145.612133,5951.356241
"Rwanda","0-4","Rota","Non-severe RVGE","Visits",3708.760127,2612.808272,5107.361069
"Samoa","0-4","Rota","Non-severe RVGE","Visits",4273.812243,3092.22186,5853.218884
"Sao Tome and Principe","0-4","Rota","Non-severe RVGE","Visits",3800.416819,2688.111117,5539.170905
"Senegal","0-4","Rota","Non-severe RVGE","Visits",3800.416819,2802.829155,5539.328736
"Serbia","0-4","Rota","Non-severe RVGE","Visits",4342.505578,3094.841791,6061.736876
"Sierra Leone","0-4","Rota","Non-severe RVGE","Visits",3800.416819,2679.896259,5397.162358
"Solomon Islands","0-4","Rota","Non-severe RVGE","Visits",4264.543503,3088.560689,5853.218884
"Somalia","0-4","Rota","Non-severe RVGE","Visits",4111.930556,2915.908305,5694.403918
"South Africa","0-4","Rota","Non-severe RVGE","Visits",3800.416819,3151.607511,5410.571337
"South Sudan","0-4","Rota","Non-severe RVGE","Visits",3800.416819,2787.004961,5467.67332
"Sri Lanka","0-4","Rota","Non-severe RVGE","Visits",4213.003276,3171.721168,6032.91695
"Sudan","0-4","Rota","Non-severe RVGE","Visits",4111.930556,3131.39717,5713.788111
"Swaziland","0-4","Rota","Non-severe RVGE","Visits",3800.416819,3117.345197,5518.021509
"Syrian Arab Republic","0-4","Rota","Non-severe RVGE","Visits",4111.930556,3080.332108,5686.539007
"Tajikistan","0-4","Rota","Non-severe RVGE","Visits",4389.051409,3251.274168,6061.736876
"Macedonia, the former Yugoslav Republic of","0-4","Rota","Non-severe RVGE","Visits",4218.114064,3095.433034,5995.544822
"Thailand","0-4","Rota","Non-severe RVGE","Visits",4213.003276,2927.795899,5533.900036
"Timor-Leste","0-4","Rota","Non-severe RVGE","Visits",4213.003276,2987.820087,5488.213696
"Togo","0-4","Rota","Non-severe RVGE","Visits",3699.440796,2612.808272,5095.954204
"Tonga","0-4","Rota","Non-severe RVGE","Visits",4274.511771,3098.888916,5853.218884
"Tunisia","0-4","Rota","Non-severe RVGE","Visits",4111.930556,3003.84204,5707.755663
"Turkmenistan","0-4","Rota","Non-severe RVGE","Visits",4383.505737,3229.301303,6061.736876
"Tuvalu","0-4","Rota","Non-severe RVGE","Visits",4274.511771,3098.888916,5853.218884
"Uganda","0-4","Rota","Non-severe RVGE","Visits",3800.416819,2685.283188,5527.649219
"Ukraine","0-4","Rota","Non-severe RVGE","Visits",4218.114064,3106.107603,5992.015758
"Tanzania, United Republic of","0-4","Rota","Non-severe RVGE","Visits",3800.416819,2901.584651,5495.373069
"Uzbekistan","0-4","Rota","Non-severe RVGE","Visits",4383.610863,3247.686863,6061.736876
"Vanuatu","0-4","Rota","Non-severe RVGE","Visits",4265.068149,3080.999681,5853.218884
"Venezuela, Bolivarian Republic of","0-4","Rota","Non-severe RVGE","Visits",4125.513906,2903.172587,5746.153859
"Viet Nam","0-4","Rota","Non-severe RVGE","Visits",4014.484979,2798.652827,5674.561235
"Yemen","0-4","Rota","Non-severe RVGE","Visits",4111.930556,3073.71152,5598.915631
"Zambia","0-4","Rota","Non-severe RVGE","Visits",3800.416819,2812.488844,5491.545483
"Zimbabwe","0-4","Rota","Non-severe RVGE","Visits",3800.416819,3020.885481,5482.549098
"Afghanistan","0-4","Rota","Severe RVGE","Cases",1776,873,2404
"Albania","0-4","Rota","Severe RVGE","Cases",1564,568,2026
"Algeria","0-4","Rota","Severe RVGE","Cases",2399,1054,3208
"Angola","0-4","Rota","Severe RVGE","Cases",2399,1397,3319
"Armenia","0-4","Rota","Severe RVGE","Cases",1209,484,1877
"Azerbaijan","0-4","Rota","Severe RVGE","Cases",1200,521,1877
"Bangladesh","0-4","Rota","Severe RVGE","Cases",1574,946,1997
"Belarus","0-4","Rota","Severe RVGE","Cases",1564,795,2007
"Belize","0-4","Rota","Severe RVGE","Cases",1749,816,2237
"Benin","0-4","Rota","Severe RVGE","Cases",2399,1742,3086
"Bhutan","0-4","Rota","Severe RVGE","Cases",1574,697,1987
"Bolivia, Plurinational State of","0-4","Rota","Severe RVGE","Cases",1749,779,2541
"Bosnia and Herzegovina","0-4","Rota","Severe RVGE","Cases",1564,747,2009
"Burkina Faso","0-4","Rota","Severe RVGE","Cases",2673,1774,4130
"Burundi","0-4","Rota","Severe RVGE","Cases",2399,1315,3074
